move_id,name_es,name_en,type,category,power,accuracy,pp,priority,ailment,ailment_chance,created_at,description_es
360,Giro Bola,gyro-ball,steel,physical,,100,5,0,,0,2026-03-06 13:25:59.72354+00,"Embiste al objetivo con un potente ataque giratorio. Cuanto más lento es el usuario, más daño causa."
361,Deseo Cura,healing-wish,psychic,status,,,10,0,,0,2026-03-06 13:27:21.230763+00,"El Pokémon cae debilitado, pero su sustituto recupera su estado y los PS."
362,Salmuera,brine,water,special,65,100,10,0,,0,2026-03-06 13:27:42.738853+00,"Si al objetivo le queda la mitad o menos de sus PS, el ataque será el doble de fuerte."
363,Don Natural,natural-gift,normal,physical,,100,15,0,,0,2026-03-06 13:27:29.259045+00,La baya que lleva presta su fuerza para atacar. El tipo de ataque y su fuerza dependen de la baya.
364,Amago,feint,normal,physical,30,100,10,2,,0,2026-03-06 13:23:57.772113+00,Permite golpear a objetivos que usan Protección o Detección y anula dichos movimientos.
365,Picoteo,pluck,flying,physical,60,100,20,0,,0,2026-03-06 13:30:19.686285+00,"Picotea al objetivo. Si este sostiene una baya, la picotea también y obtiene sus efectos."
366,Viento Afín,tailwind,flying,status,,,15,0,,0,2026-03-06 13:30:09.390172+00,Crea un fuerte remolino que aumenta la Velocidad de los Pokémon de tu equipo durante cuatro turnos.
367,Acupresión,acupressure,normal,status,,,30,0,,0,2026-03-06 13:35:06.788904+00,Aplica presión en puntos clave de su cuerpo o de los aliados para potenciar un parámetro de sus características.
368,Represión Metal,metal-burst,steel,physical,,100,10,0,,0,2026-03-06 13:40:54.275503+00,"Devuelve al objetivo el último ataque recibido, pero con mucha más fuerza."
369,Ida y Vuelta,u-turn,bug,physical,70,100,20,0,,0,2026-03-06 13:33:07.456774+00,"Tras atacar, vuelve a toda prisa para dar paso a otro Pokémon del equipo."
370,A Bocajarro,close-combat,fighting,physical,120,100,5,0,,0,2026-03-06 13:25:17.13362+00,Lucha abiertamente contra el objetivo sin protegerse. También reduce la Defensa y la Defensa Especial del usuario.
371,Vendetta,payback,dark,physical,50,100,10,0,,0,2026-03-06 13:26:16.504099+00,El usuario contraataca con el doble de fuerza si el objetivo usa un movimiento antes.
372,Buena Baza,assurance,dark,physical,60,100,10,0,,0,2026-03-06 13:24:12.733269+00,"Si el objetivo ya ha sufrido daño en ese turno, la fuerza del ataque se duplica."
373,Embargo,embargo,dark,status,,100,15,0,,0,2026-03-06 13:37:33.447594+00,Impide al objetivo usar el objeto que lleva. Su Entrenador tampoco puede usar objetos con él.
374,Lanzamiento,fling,dark,physical,,100,10,0,,0,2026-03-06 13:26:32.609396+00,Lanza contra el objetivo el objeto que lleva. La fuerza del ataque y su efecto varían según el objeto.
375,Psicocambio,psycho-shift,psychic,status,,100,10,0,,0,2026-03-06 13:31:34.613977+00,Usa su poder mental para transferir al objetivo sus problemas de estado.
376,As Oculto,trump-card,normal,special,,,5,0,,0,2026-03-06 13:29:05.169195+00,"Cuantos menos PP tenga el movimiento, mayor será la fuerza para atacar."
377,Anticura,heal-block,psychic,status,,100,15,0,,0,2026-03-06 13:36:40.588944+00,"Impide al objetivo usar movimientos, habilidades y objetos equipados que recuperan PS durante cinco turnos."
378,Estrujón,wring-out,normal,special,,100,5,0,,0,2026-03-06 13:26:52.292909+00,"Estruja con fuerza al objetivo. Cuantos más PS tenga el objetivo, más fuerza tendrá el ataque."
379,Truco Fuerza,power-trick,psychic,status,,,10,0,,0,2026-03-06 13:35:21.017681+00,Usa sus poderes mentales para intercambiar su característica de Ataque por Defensa.
380,Bilis,gastro-acid,poison,status,,100,10,0,,0,2026-03-06 13:35:22.368553+00,"El usuario arroja sus jugos biliares al objetivo, lo que anula el efecto de la habilidad en uso."
381,Conjuro,lucky-chant,normal,status,,,30,0,,0,2026-03-06 13:38:57.533794+00,Lanza al cielo un conjuro que impide al objetivo asestar golpes críticos.
382,Yo Primero,me-first,normal,status,,,20,0,,0,2026-03-06 13:26:53.84761+00,"Se adelanta al movimiento que pretende usar el objetivo y lo lanza antes con más fuerza. Si el usuario es más lento, falla."
383,Copión,copycat,normal,status,,,20,0,,0,2026-03-06 13:29:07.46115+00,Imita el movimiento usado justo antes. El movimiento falla si no se ha usado aún ninguno.
384,Cambiafuerza,power-swap,psychic,status,,,10,0,,0,2026-03-06 13:30:30.30603+00,El usuario emplea su poder mental para intercambiar los cambios en Ataque y Ataque Especial con el objetivo.
385,Cambiadefensa,guard-swap,psychic,status,,,10,0,,0,2026-03-06 13:30:30.612369+00,El usuario emplea su poder mental para intercambiar los cambios en Defensa y Defensa Especial con el objetivo.
386,Castigo,punishment,dark,physical,,100,5,0,,0,2026-03-06 13:35:33.093361+00,La fuerza del ataque aumenta cuanto más se ha fortalecido el objetivo con cambios de características.
387,Última Baza,last-resort,normal,physical,140,100,5,0,,0,2026-03-06 13:27:21.753739+00,Este movimiento solo puede utilizarse tras haber usado al menos una vez todos los demás conocidos por el Pokémon.
388,Abatidoras,worry-seed,grass,status,,100,10,0,,0,2026-03-06 13:23:09.502162+00,Se planta una semilla en el objetivo que le causa pesar. Evita el sueño gracias a la habilidad Insomnio.
389,Golpe Bajo,sucker-punch,dark,physical,70,100,5,1,,0,2026-03-06 13:26:15.509462+00,Permite atacar primero. Falla si el objetivo no está preparando ningún ataque.
390,Púas Tóxicas,toxic-spikes,poison,status,,,20,0,,0,2026-03-06 13:35:09.20911+00,Lanza una trampa de púas tóxicas a los pies del objetivo. El veneno afecta a los Pokémon que entran en combate.
391,Cambia Almas,heart-swap,psychic,status,,,10,0,,0,2026-03-07 22:20:47.709116+00,Usa la fuerza mental para intercambiar con el objetivo los cambios en las características.
392,Acua Aro,aqua-ring,water,status,,,20,0,,0,2026-03-06 13:27:52.335398+00,Un manto de agua cubre al Pokémon que lo usa. Recupera algunos PS en cada turno.
393,Levitón,magnet-rise,electric,status,,,10,0,,0,2026-03-06 13:26:00.008338+00,Levita gracias a un campo magnético generado por electricidad durante cinco turnos.
394,Envite Ígneo,flare-blitz,fire,physical,120,100,15,0,BRN,10,2026-03-06 13:23:23.952178+00,"El Pokémon se cubre de llamas y carga contra el objetivo, aunque él también recibe daños. Puede quemar."
395,Palmeo,force-palm,fighting,physical,60,100,10,0,PAR,30,2026-03-06 13:39:23.556105+00,Ataca al objetivo con una onda de choque y puede llegar a paralizarlo.
396,Esfera Aural,aura-sphere,fighting,special,80,,20,0,,0,2026-03-06 13:30:27.445262+00,Libera una descarga de la fuerza del aura desde su interior. Es infalible.
397,Pulimento,rock-polish,rock,status,,,20,0,,0,2026-03-06 13:25:37.298077+00,Reduce la resistencia puliendo su cuerpo. Aumenta la Velocidad considerablemente.
398,Puya Nociva,poison-jab,poison,physical,80,100,20,0,PSN,30,2026-03-06 13:27:58.775142+00,Pincha al objetivo con un tentáculo o brazo envenenado. Puede llegar a envenenar al objetivo.
399,Pulso Umbrío,dark-pulse,dark,special,80,100,15,0,,0,2026-03-06 13:26:15.204336+00,Libera una horrible aura llena de malos pensamientos y puede hacer retroceder al objetivo.
400,Tajo Umbrío,night-slash,dark,physical,70,100,15,0,,0,2026-03-06 13:24:11.03856+00,Ataca al objetivo a la primera oportunidad. Suele ser crítico.
401,Acua Cola,aqua-tail,water,physical,90,90,10,0,,0,2026-03-06 13:23:41.541498+00,Ataca agitando la cola como si fuera una ola rabiosa en una tormenta devastadora.
402,Bomba Germen,seed-bomb,grass,physical,80,100,15,0,,0,2026-03-06 13:23:08.290897+00,Lanza al objetivo una descarga de semillas explosivas desde arriba.
403,Tajo Aéreo,air-slash,flying,special,75,95,15,0,,0,2026-03-06 13:23:34.552507+00,Ataca con una hoja de aire que incluso corta el cielo. También puede hacer retroceder al objetivo.
404,Tijera X,x-scissor,bug,physical,80,100,15,0,,0,2026-03-06 13:28:17.402902+00,Cruza las guadañas o las garras para atacar al objetivo como si fueran unas tijeras.
405,Zumbido,bug-buzz,bug,special,90,100,10,0,,0,2026-03-06 13:31:45.179106+00,El movimiento de las alas crea una onda sónica dañina. También puede disminuir la Defensa Especial del objetivo.
406,Pulso Dragón,dragon-pulse,dragon,special,85,100,10,0,,0,2026-03-06 13:27:41.721141+00,Abre mucho la boca y libera una onda de choque que ataca al objetivo.
407,Carga Dragón,dragon-rush,dragon,physical,100,75,10,0,,0,2026-03-06 13:34:42.149628+00,Ataca de forma brutal mientras intimida al objetivo. También puede hacerlo retroceder.
408,Joya de Luz,power-gem,rock,special,80,100,20,0,,0,2026-03-06 13:24:18.237546+00,Ataca con un rayo de luz que centellea como si lo formaran miles de joyas.
409,Puño Drenaje,drain-punch,fighting,physical,75,100,10,0,,0,2026-03-06 13:25:30.072778+00,Un golpe que drena energía. El Pokémon recupera la mitad de los PS arrebatados al objetivo.
410,Onda Vacío,vacuum-wave,fighting,special,40,100,30,1,,0,2026-03-06 13:26:49.417966+00,Gira los puños y libera una onda de vacío contra el objetivo. Este movimiento siempre va primero.
411,Onda Certera,focus-blast,fighting,special,120,70,5,0,,0,2026-03-06 14:07:17.291567+00,Agudiza la concentración mental y libera su poder. Puede disminuir la Defensa Especial del objetivo.
412,Energibola,energy-ball,grass,special,90,100,10,0,,0,2026-03-06 13:36:43.754322+00,Aúna fuerzas de la naturaleza y libera su ataque. Puede disminuir la Defensa Especial del objetivo.
413,Pájaro Osado,brave-bird,flying,physical,120,100,15,0,,0,2026-03-06 13:36:37.850353+00,Pliega sus alas y ataca con un vuelo rasante. El Pokémon que lo usa también resulta seriamente dañado.
414,Tierra Viva,earth-power,ground,special,90,100,10,0,,0,2026-03-06 13:24:44.88598+00,La tierra a los pies del objetivo erupciona violentamente. Puede disminuir la Defensa Especial del objetivo.
415,Trapicheo,switcheroo,dark,status,,100,10,0,,0,2026-03-06 13:37:50.696883+00,Intercambia con el objetivo los objetos que llevan tan rápido que es imposible verlo a simple vista.
416,Gigaimpacto,giga-impact,normal,physical,150,90,5,0,,0,2026-03-06 13:26:53.559812+00,Carga contra el objetivo usando toda la fuerza que tiene. El Pokémon descansa el turno siguiente.
417,Maquinación,nasty-plot,dark,status,,,20,0,,0,2026-03-06 13:24:13.014125+00,Estimula su cerebro pensando en cosas malas. Aumenta considerablemente el Ataque Especial.
418,Puño Bala,bullet-punch,steel,physical,40,100,30,1,,0,2026-03-06 13:26:50.599427+00,Ataca con fuertes puñetazos tan rápidos como proyectiles. Este movimiento siempre va primero.
419,Alud,avalanche,ice,physical,60,100,10,-4,,0,2026-03-06 13:28:27.305074+00,Este ataque inflige el doble de daño a un objetivo que haya golpeado al usuario en ese mismo turno.
420,Canto Helado,ice-shard,ice,physical,40,100,30,1,,0,2026-03-06 13:29:01.615297+00,Crea bolas de hielo y las lanza a gran velocidad. Este movimiento siempre va primero.
421,Garra Umbría,shadow-claw,ghost,physical,70,100,15,0,,0,2026-03-06 13:39:56.308251+00,Ataca con una garra afilada hecha de sombras. Suele ser crítico.
422,Colmillo Rayo,thunder-fang,electric,physical,65,95,15,0,PAR,10,2026-03-06 13:24:41.773665+00,Usa colmillos electrificados para morder. Puede hacer que el objetivo retroceda o se paralice.
423,Colmillo Hielo,ice-fang,ice,physical,65,95,15,0,FRZ,10,2026-03-06 13:28:55.863931+00,Usa colmillos helados para morder. Puede hacer que el objetivo retroceda o se congele.
424,Colmillo Ígneo,fire-fang,fire,physical,65,95,15,0,BRN,10,2026-03-06 13:23:25.421333+00,Usa colmillos en llamas para morder. Puede hacer que el objetivo retroceda o reciba quemaduras.
425,Sombra Vil,shadow-sneak,ghost,physical,40,100,30,1,,0,2026-03-06 13:31:56.495367+00,Extiende su sombra y ataca al objetivo por la espalda. Este movimiento siempre va primero.
426,Bomba Fango,mud-bomb,ground,special,65,85,10,0,,0,2026-03-06 13:24:44.376482+00,Ataca lanzando una compacta bola de fango. Puede bajar la Precisión del objetivo.
427,Psicocorte,psycho-cut,psychic,physical,70,100,20,0,,0,2026-03-06 13:25:02.513352+00,Ataca al objetivo con cuchillas formadas por energía psíquica. Suele ser crítico.
428,Cabezazo Zen,zen-headbutt,psychic,physical,80,90,15,0,,0,2026-03-06 13:24:21.912957+00,Puede hacer retroceder al rival.
429,Disparo Espejo,mirror-shot,steel,special,65,85,10,0,,0,2026-03-06 13:26:00.796384+00,El usuario libera un haz de energía desde su pulido cuerpo. Puede bajar la Precisión.
430,Foco Resplandor,flash-cannon,steel,special,80,100,10,0,,0,2026-03-06 13:23:54.005587+00,El usuario concentra toda la luz del cuerpo y la libera. Puede bajar la Defensa Especial del objetivo.
431,Treparrocas,rock-climb,normal,physical,90,85,20,0,,20,2026-03-06 13:57:06.200678+00,Ataca con una gran embestida. Puede confundir al objetivo.
432,Despejar,defog,flying,status,,,15,0,,0,2026-03-06 13:31:37.624528+00,Potente viento que barre el Reflejo o Pantalla de Luz del objetivo y puede reducir su Evasión.
433,Espacio Raro,trick-room,psychic,status,,,5,-7,,0,2026-03-06 14:10:46.307479+00,Se crea un espacio extraño en el que los Pokémon lentos se mueven primero durante cinco turnos.
434,Cometa Draco,draco-meteor,dragon,special,130,90,5,0,,0,2026-03-08 04:31:51.975446+00,Hace que grandes cometas caigan del cielo sobre el objetivo. Baja mucho el Ataque Especial del que lo usa.
435,Chispazo,discharge,electric,special,80,100,15,0,PAR,30,2026-03-06 13:23:56.890945+00,Una deslumbradora onda eléctrica afecta a los Pokémon que hay combatiendo alrededor. Puede paralizar.
436,Humareda,lava-plume,fire,special,80,100,15,0,BRN,30,2026-03-06 13:28:37.298936+00,Un infierno de llamas daña a los Pokémon adyacentes en combate. Puede quemar.
437,Lluevehojas,leaf-storm,grass,special,130,90,5,0,,0,2026-03-06 13:33:35.204646+00,Cae una lluvia de hojas afiladas. Baja mucho el Ataque Especial de quien lo usa.
438,Latigazo,power-whip,grass,physical,120,85,10,0,,0,2026-03-06 13:23:09.207082+00,El usuario agita violentamente sus lianas o tentáculos para golpear al objetivo.
439,Romperrocas,rock-wrecker,rock,physical,150,90,5,0,,0,2026-03-06 13:58:26.109458+00,"Lanza una piedra enorme contra el objetivo, pero tiene que descansar el siguiente turno."
440,Veneno X,cross-poison,poison,physical,70,100,20,0,PSN,10,2026-03-06 13:31:54.505572+00,Tajo que puede envenenar al objetivo. Suele ser crítico.
441,Lanzamugre,gunk-shot,poison,physical,120,80,5,0,PSN,30,2026-03-06 13:41:56.795694+00,Lanza contra el objetivo basura asquerosa. Puede envenenar al objetivo.
442,Cabeza de Hierro,iron-head,steel,physical,80,100,15,0,,0,2026-03-06 13:29:56.368525+00,Ataca con su dura cabeza de hierro. Puede hacer que el objetivo retroceda.
443,Bomba Imán,magnet-bomb,steel,physical,60,,20,0,,0,2026-03-06 13:26:02.849436+00,Lanza unas bombas de hierro que se pegan al adversario. No se puede esquivar.
444,Roca Afilada,stone-edge,rock,physical,100,80,5,0,,0,2026-03-06 13:25:32.271664+00,Clava piedras muy afiladas al objetivo. Suele ser crítico.
445,Seducción,captivate,normal,status,,100,20,0,,0,2026-03-06 13:24:11.51724+00,"Si el objetivo es del sexo opuesto, queda embelesado y baja mucho su Ataque Especial."
446,Trampa Rocas,stealth-rock,rock,status,,,20,0,,0,2026-03-06 13:25:33.662368+00,Una trampa de rocas que flota en el aire y daña a los objetivos que entran en combate.
447,Hierba Lazo,grass-knot,grass,special,,100,20,0,,0,2026-03-06 13:52:11.587312+00,"Enreda al objetivo con hierba y lo derriba. Cuanto más pesado es el objetivo, más daño inflige."
448,Cháchara,chatter,flying,special,65,100,20,0,,100,2026-03-06 13:50:52.413699+00,Ataca con una onda sónica compuesta por palabras que ha aprendido y confunde al objetivo.
449,Sentencia,judgment,normal,special,100,100,10,0,,0,2026-03-06 13:53:37.984766+00,Emite incontables haces de luz. Varía según el tipo de tabla que lleve el usuario.
450,Picadura,bug-bite,bug,physical,60,100,20,0,,0,2026-03-06 13:28:44.611734+00,"Pica al objetivo. Si el objetivo lleva una baya, el usuario se la come y se beneficia de su efecto."
451,Rayo Carga,charge-beam,electric,special,50,90,10,0,,0,2026-03-06 13:32:33.314451+00,Lanza un rayo eléctrico contra el objetivo. Puede subir el Ataque Especial de quien lo usa.
452,Mazazo,wood-hammer,grass,physical,120,100,15,0,,0,2026-03-06 13:32:57.230425+00,Arremete contra el objetivo con su robusto cuerpo. El agresor también sufre bastante daño.
453,Acua Jet,aqua-jet,water,physical,40,100,20,1,,0,2026-03-06 13:29:48.562364+00,Ataque rápido que permite golpear en primer lugar.
454,Al Ataque,attack-order,bug,physical,90,100,15,0,,0,2026-03-06 13:48:32.21375+00,El usuario llama a sus súbditos para que ataquen al objetivo. Suele ser crítico.
455,A Defender,defend-order,bug,status,,,10,0,,0,2026-03-06 13:48:32.910531+00,El usuario llama a sus súbditos para que formen un escudo viviente. Sube la Defensa y la Defensa Especial.
456,Auxilio,heal-order,bug,status,,,10,0,,0,2026-03-06 13:48:34.054991+00,El usuario llama a sus súbditos para que lo curen. Recupera hasta la mitad de los PS máximos.
457,Testarazo,head-smash,rock,physical,150,80,5,0,,0,2026-03-06 13:32:57.511645+00,El usuario arriesga su vida y lanza un cabezazo con toda su fuerza. El agresor resulta seriamente dañado.
458,Doble Golpe,double-hit,normal,physical,35,90,10,0,,0,2026-03-06 13:27:04.008982+00,Golpea al objetivo dos veces seguidas con la cola u otras partes de su cuerpo.
459,Distorsión,roar-of-time,dragon,special,150,90,5,0,,0,2026-03-06 13:52:59.591642+00,Ataca al objetivo usando tal energía que el tiempo se distorsiona. El usuario descansa el siguiente turno.
460,Corte Vacío,spacial-rend,dragon,special,100,95,5,0,,0,2026-03-06 13:53:04.662012+00,Desgarra al objetivo y el espacio a su alrededor. Suele ser crítico.
461,Danza Lunar,lunar-dance,psychic,status,,,10,0,,0,2026-03-06 13:53:24.681251+00,"El usuario se debilita, pero el Pokémon que lo sustituye recupera su estado, los PS y los PP."
462,Agarrón,crush-grip,normal,physical,,100,5,0,,0,2026-03-06 13:53:13.428995+00,"Estruja al objetivo con gran fuerza. Cuantos más PS le queden al objetivo, más fuerte será el ataque."
463,Lluvia Ígnea,magma-storm,fire,special,100,75,5,0,,100,2026-03-06 13:53:08.313347+00,El objetivo queda atrapado en una tormenta de fuego que dura de cuatro a cinco turnos.
464,Brecha Negra,dark-void,dark,status,,50,10,0,SLP,0,2026-03-06 13:53:33.48427+00,El objetivo es enviado a un mundo de tinieblas que lo hace dormir.
465,Fogonazo,seed-flare,grass,special,120,85,5,0,,0,2026-03-07 22:20:58.684544+00,Una onda de choque se libera del cuerpo. Puede bajar mucho la Defensa Especial del objetivo.
466,Viento Aciago,ominous-wind,ghost,special,60,100,5,0,,10,2026-03-06 13:49:19.746386+00,Produce un viento horripilante. Puede subir de golpe todas las características del usuario.
467,Golpe Umbrío,shadow-force,ghost,physical,120,100,5,0,,0,2026-03-06 13:53:19.928901+00,"En el primer turno, desaparece. En el segundo, golpea al objetivo aunque se esté protegiendo."
468,Afilagarras,hone-claws,dark,status,,,15,0,,0,2026-03-06 13:35:34.226639+00,El usuario se afila las garras para aumentar su Ataque y Precisión.
469,Vastaguardia,wide-guard,rock,status,,,10,3,,0,2026-03-06 13:26:42.314685+00,Bloquea los ataques de objetivo múltiple lanzados contra tu equipo durante un turno.
470,Isoguardia,guard-split,psychic,status,,,10,0,,0,2026-03-06 13:35:21.317929+00,El usuario emplea sus poderes para hacer la media de su Defensa y Defensa Especial con las de su objetivo y compartirlas.
471,Isofuerza,power-split,psychic,status,,,10,0,,0,2026-03-06 13:35:21.642876+00,El usuario emplea sus poderes para hacer la media de su Ataque y Ataque Especial con los de su objetivo y compartirlos.
472,Zona Extraña,wonder-room,psychic,status,,,10,0,,0,2026-03-06 13:24:21.203516+00,Crea una zona misteriosa donde se intercambian la Defensa y la Defensa Especial de todos los Pokémon durante cinco turnos.
473,Psicocarga,psyshock,psychic,special,80,100,10,0,,0,2026-03-06 13:25:03.829667+00,Crea una onda psíquica que causa daño físico al objetivo.
474,Carga Tóxica,venoshock,poison,special,65,100,10,0,,0,2026-03-06 13:26:17.295711+00,Ataca cubriendo al objetivo con un líquido venenoso. El daño será doble si este ya está envenenado.
475,Aligerar,autotomize,steel,status,,,15,0,,0,2026-03-06 13:34:33.175952+00,El usuario se sacude para hacerse más ligero y aumentar mucho su Velocidad.
476,Polvo Ira,rage-powder,bug,status,,,20,2,,0,2026-03-06 13:33:07.975857+00,Usa un polvo que irrita y centra en el usuario la atención y los ataques de los rivales.
477,Telequinesis,telekinesis,psychic,status,,,15,0,,0,2026-03-06 13:25:03.53945+00,"El usuario emplea su poder mental para hacer flotar al objetivo, y lo convierte en un blanco fácil durante tres turnos."
478,Zona Mágica,magic-room,psychic,status,,,10,0,,0,2026-03-06 13:43:42.024959+00,Crea un espacio misterioso que inutiliza todos los objetos de los Pokémon durante cinco turnos.
479,Antiaéreo,smack-down,rock,physical,50,100,15,0,,100,2026-03-06 13:25:35.165552+00,El usuario ataca lanzando una piedra o un proyectil. Puede estrellar contra el suelo al objetivo si vuela.
480,Llave Corsé,storm-throw,fighting,physical,60,100,10,0,,0,2026-03-06 13:28:42.900592+00,Lanza un golpe fulminante. Siempre resulta en un golpe crítico.
481,Pirotecnia,flame-burst,fire,special,70,100,15,0,,0,2026-03-06 13:23:25.128188+00,Golpea al objetivo con una llamarada que afecta también a los Pokémon adyacentes.
482,Onda Tóxica,sludge-wave,poison,special,95,100,10,0,PSN,10,2026-03-06 14:25:08.70711+00,Una onda tóxica que daña a los Pokémon de alrededor. Puede envenenar.
483,Danza Aleteo,quiver-dance,bug,status,,,20,0,,0,2026-03-06 13:37:55.355006+00,"Danza mística que sube el Ataque Especial, la Defensa Especial y la Velocidad."
484,Cuerpo Pesado,heavy-slam,steel,physical,,100,10,0,,0,2026-03-06 13:25:43.81695+00,"El usuario golpea con todo su cuerpo. Cuanto mayor sea su peso comparado con el del objetivo, más daño causará."
485,Sincrorruido,synchronoise,psychic,special,120,100,10,0,,0,2026-03-06 13:31:35.208373+00,Una extraña onda que daña a todos los Pokémon adyacentes del mismo tipo que el que la ejecuta.
486,Bola Voltio,electro-ball,electric,special,,100,10,0,,0,2026-03-06 13:23:59.626919+00,"Lanza una bola eléctrica. Cuanto mayor sea la Velocidad del usuario en comparación con la del objetivo, mayor será el daño causado."
487,Anegar,soak,water,status,,100,20,0,,0,2026-03-06 13:24:23.278272+00,Potente lluvia que transforma al objetivo en un Pokémon de tipo Agua.
488,Nitrocarga,flame-charge,fire,physical,50,100,20,0,,0,2026-03-06 13:30:54.037138+00,Llamas que golpean al objetivo y aumentan la Velocidad del atacante.
489,Enrosque,coil,poison,status,,,20,0,,0,2026-03-06 13:31:32.842592+00,"El usuario se concentra, lo que le permite aumentar su Ataque, Defensa y Precisión."
490,Puntapié,low-sweep,fighting,physical,65,100,20,0,,0,2026-03-06 13:56:54.044082+00,Ataque rápido dirigido a los pies del objetivo que le hace perder Velocidad.
491,Bomba Ácida,acid-spray,poison,special,40,100,20,0,,0,2026-03-06 13:41:58.688813+00,"Ataca con un líquido corrosivo, reduciendo mucho la Defensa Especial del objetivo."
492,Juego Sucio,foul-play,dark,physical,95,100,15,0,,0,2026-03-06 13:34:04.714835+00,"El usuario emplea la fuerza del objetivo para atacarlo. Cuanto mayor es el Ataque del objetivo, más daño provoca."
493,Onda Simple,simple-beam,normal,status,,100,15,0,,0,2026-03-06 13:45:45.041384+00,Lanza una onda psíquica que hace que la habilidad del objetivo pase a ser Simple.
494,Danza Amiga,entrainment,normal,status,,100,15,0,,0,2026-03-06 13:41:27.851032+00,Una extraña danza que hace que el usuario y el objetivo tengan la misma habilidad.
495,Cede Paso,after-you,normal,status,,,15,0,,0,2026-03-06 13:32:18.925529+00,"Si el usuario es el más rápido, permite al objetivo usar un movimiento justo tras él, adelantándose a Pokémon más rápidos."
496,Canon,round,normal,special,60,100,15,0,,0,2026-03-06 13:43:24.488235+00,"Un canto que ataca al objetivo. Cuantos más Pokémon lo usan, más aumenta de potencia."
497,Eco Voz,echoed-voice,normal,special,40,100,15,0,,0,2026-03-06 13:31:37.339197+00,Un susurro que aumenta de potencia conforme el usuario y otros Pokémon lo van utilizando.
498,Guardia Baja,chip-away,normal,physical,70,100,20,0,,0,2026-03-06 13:26:54.333968+00,Un ataque que busca los puntos débiles del objetivo y puede causarle daño aunque cambien sus características.
499,Niebla Clara,clear-smog,poison,special,50,,15,0,,0,2026-03-06 13:27:00.36125+00,Ataca al objetivo con una extraña niebla que elimina sus cambios de características.
500,Poder Reserva,stored-power,psychic,special,20,100,10,0,,0,2026-03-06 13:38:54.843689+00,"Acumula poder para golpear. Cuanto más suban las características del usuario, mayor será el daño."
501,Anticipo,quick-guard,fighting,status,,,15,3,,0,2026-03-06 13:26:48.93636+00,Protege a todo el equipo de los movimientos que se adelantan y atacan primero.
502,Cambio de Banda,ally-switch,psychic,status,,,15,2,,0,2026-03-06 13:25:03.138481+00,Extraño poder que intercambia la posición del usuario con la de un aliado sobre el terreno de combate.
503,Escaldar,scald,water,special,80,100,15,0,BRN,30,2026-03-06 13:55:13.141822+00,Ataca arrojando agua hirviendo al objetivo. Puede causar quemaduras.
504,Rompecoraza,shell-smash,normal,status,,,15,0,,0,2026-03-06 13:23:42.136047+00,"El usuario rompe su coraza y baja su Defensa y Defensa Especial, pero aumenta mucho su Ataque, Ataque Especial y Velocidad."
505,Pulso Cura,heal-pulse,psychic,status,,,10,0,,0,2026-03-06 13:25:49.090551+00,Una onda curativa restaura los PS del objetivo a la mitad de su máximo.
506,Infortunio,hex,ghost,special,65,100,10,0,,0,2026-03-06 13:26:14.90324+00,Ataque que causa un gran daño a los objetivos que sufren problemas de estado.
507,Caída Libre,sky-drop,flying,physical,60,100,10,0,,0,2026-03-06 13:29:57.565955+00,"Primer turno: lanza al objetivo al aire. Segundo turno: lo hace caer. Mientras está en el aire, no lo deja moverse."
508,Cambio de Marcha,shift-gear,steel,status,,,10,0,,0,2026-03-06 14:17:14.712753+00,"Al hacer girar los engranajes, el usuario mejora su Ataque y aumenta su Velocidad espectacularmente."
509,Llave Giro,circle-throw,fighting,physical,60,90,10,-6,,0,2026-03-06 13:24:54.367045+00,"Lanza por los aires al objetivo y hace que salga otro Pokémon. Si es uno salvaje, acaba el combate."
510,Calcinación,incinerate,fire,special,60,100,15,0,,0,2026-03-06 13:30:24.981456+00,"Llamas que golpean a los objetivos adyacentes. Si estos llevan bayas u otros objetos, estos se quemarán y ya no se podrán usar."
511,Último Lugar,quash,dark,status,,100,15,0,,0,2026-03-06 13:34:03.486479+00,Consigue que el objetivo sea el último en moverse.
512,Acróbata,acrobatics,flying,physical,55,100,15,0,,0,2026-03-06 13:33:08.497017+00,"Golpea ágilmente. Si el usuario no porta ningún objeto, el objetivo resulta seriamente dañado."
513,Clonatipo,reflect-type,normal,status,,,15,0,,0,2026-03-06 13:28:01.386132+00,Cambia el tipo del Pokémon al mismo tipo que el del objetivo.
514,Represalia,retaliate,normal,physical,70,100,5,0,,0,2026-03-06 13:24:33.071327+00,"Venga a los amigos derrotados. Si en el turno anterior han derrotado a uno, la potencia del ataque aumentará."
515,Sacrificio,final-gambit,fighting,special,,100,5,0,,0,2026-03-06 13:46:59.740355+00,El usuario se sacrifica causándole un daño al objetivo equivalente a sus propios PS perdidos.
516,Ofrenda,bestow,normal,status,,,15,0,,0,2026-03-06 13:27:24.566618+00,Entrega el objeto que lleva al objetivo en caso de que este no tenga ninguno.
517,Infierno,inferno,fire,special,100,50,5,0,BRN,100,2026-03-06 13:23:23.361525+00,Ataca con una gran ráfaga de fuego que causa quemaduras.
518,Voto Agua,water-pledge,water,special,80,100,10,0,,0,2026-03-08 04:32:03.053409+00,"Ataca con columnas de agua. Combinado con Voto Fuego, crea un arcoíris y aumenta su potencia."
